Symbol,Name,Sector,Industry
PKBK,Parke Bancorp Inc. Common Stock,Finance,Major Banks
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance,Finance: Consumer Services
TACO,Berto Acquisition Corp. Ordinary Shares,Finance,Blank Checks
SUJA,Suja Life Inc. Class A Common Stock,Consumer Staples,Beverages (Production/Distribution)
RMNI,Rimini Street Inc. (DE) Common Stock,Consumer Discretionary,Business Services
CMCL,Caledonia Mining Corporation Plc Common Shares,Basic Materials,Precious Metals
XFOR,X4 Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OFIX,Orthofix Medical Inc. Common Stock (DE),Health Care,Medical/Dental Instruments
SOR,Source Capital Inc. Cmn Shs of BI,Finance,Investment Managers
VHI,Valhi Inc. Common Stock,Basic Materials,Major Chemicals
MVST,Microvast Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
GNE,Genie Energy Ltd. Class B Common Stock Stock,Utilities,Power Generation
ALMU,Aeluma Inc. Common Stock,Technology,Semiconductors
CMPX,Compass Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HTT,High Templar Tech Limited American depositary shares each representing one Class A ordinary share,Finance,Finance: Consumer Services
OPENW,Opendoor Technologies Inc  Series K Warrants each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $9.00 per warrant,Finance,Real Estate
XPER,Xperi Inc. Common Stock,Technology,Computer Software: Prepackaged Software
RNGR,Ranger Energy Services Inc. Class A Common Stock,Energy,Oilfield Services/Equipment
AUNA,Auna SA Class A Ordinary Shares,Health Care,Medical/Nursing Services
SHMD,SCHMID Group N.V. Class A Ordinary Shares,Technology,Industrial Machinery/Components
REAX,The Real Brokerage Inc. Common Shares,Finance,Real Estate
INDP,Indaptus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NECB,NorthEast Community Bancorp Inc. Common Stock,Finance,Banks
LXEO,Lexeo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACCO,Acco Brands Corporation Common Stock,Consumer Discretionary,Publishing
LPRO,Open Lending Corporation Common Stock,Finance,Finance: Consumer Services
ABAT,American Battery Technology Company Common Stock,Basic Materials,Metal Mining
FLXS,Flexsteel Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings
GTN,Gray Media Inc. Common Stock,Industrials,Broadcasting
MVBF,MVB Financial Corp. Common Stock,Finance,Major Banks
LAND,Gladstone Land Corporation Common Stock,Real Estate,Real Estate Investment Trusts
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance,Finance: Consumer Services
SLP,Simulations Plus Inc. Common Stock,Technology,EDP Services
GBLI,Global Indemnity Group LLC Class A Common Stock,Finance,Property-Casualty Insurers
OPAL,OPAL Fuels Inc. Class A Common Stock,Utilities,Natural Gas Distribution
WEYS,Weyco Group Inc. Common Stock,Consumer Staples,Apparel
FENC,Fennec Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WSBF,Waterstone Financial Inc. Common Stock (MD),Finance,Savings Institutions
OABI,OmniAb Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LRMR,Larimar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NATR,Nature's Sunshine Products Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KTF,DWS Municipal Income Trust,Finance,Finance Companies
USNA,USANA Health Sciences Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,Major Banks
PMO,Putnam Municipal Opportunities Trust Common Stock,Finance,Finance Companies
FVRR,Fiverr International Ltd. Ordinary Shares no par value,Consumer Discretionary,Business Services
ALLT,Allot Ltd. Ordinary Shares,Telecommunications,Computer Communications Equipment
CVEO,Civeo Corporation (Canada) Common Shares,Consumer Discretionary,Hotels/Resorts
BRCB,Black Rock Coffee Bar Inc. Class A Common Stock,Consumer Discretionary,Restaurants
LE,Lands' End Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Consumer Staples,Farming/Seeds/Milling
CAST,FreeCast Inc. Class A Common Stock,Technology,EDP Services
TCI,Transcontinental Realty Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SAR,Saratoga Investment Corp New,Finance,Investment Managers
RM,Regional Management Corp. Common Stock,Finance,Finance: Consumer Services
AVBH,Avidbank Holdings Inc. Common stock,Finance,Commercial Banks
CHMG,Chemung Financial Corp Common Stock,Finance,Major Banks
UXIN,Uxin Limited ADS,Consumer Discretionary,Business Services
FTW,Presidio Production Company Class A Common Stock,Energy,Oil & Gas Production
MLP,Maui Land & Pineapple Company Inc. Common Stock,Finance,Real Estate
RCKT,Rocket Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MCI,Barings Corporate Investors Common Stock,Finance,Trusts Except Educational Religious and Charitable
BYND,Beyond Meat Inc. Common Stock,Consumer Staples,Packaged Foods
VNDA,Vanda Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRVG,trivago N.V. American Depositary Shares,Technology,EDP Services
MGPI,MGP Ingredients Inc.,Consumer Staples,Beverages (Production/Distribution)
CV,CapsoVision Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ESOA,Energy Services of America Corporation Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
SNDL,SNDL Inc. Common Shares,Health Care,Medicinal Chemicals and Botanical Products
AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NEGG,Newegg Commerce Inc. Common Shares,Consumer Discretionary,Other Specialty Stores
BCML,BayCom Corp Common Stock,Finance,Major Banks
AII,American Integrity Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers
CD,Chaince Digital Holdings Inc. Ordinary Shares,Finance,Finance: Consumer Services
UPB,Upstream Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
GLOO,Gloo Holdings Inc. Class A Common Stock,Technology,EDP Services
BUUU,BUUU Group Limited Class A Ordinary Share,Consumer Discretionary,Services-Misc. Amusement & Recreation
TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks
XPOF,Xponential Fitness Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
NAMI,Jinxin Technology Holding Company American Depositary Shares,Real Estate,Other Consumer Services
AMRN,Amarin Corporation plc,Health Care,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply
CUB,Lionheart Holdings Class A Ordinary Shares,Finance,Blank Checks
PPT,Putnam Premier Income Trust Common Stock,Finance,Finance Companies
PERI,Perion Network Ltd. Ordinary Shares,Technology,EDP Services
CATX,Perspective Therapeutics Inc. Common Stock,Health Care,Medical/Dental Instruments
AIRJ,AirJoule Technologies Corporation Class A Common Stock,Industrials,Industrial Machinery/Components
TENX,Tenax Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,Finance,Finance: Consumer Services
VALU,Value Line Inc. Common Stock,Finance,Investment Managers
CZFS,Citizens Financial Services Inc. Common Stock,Finance,Major Banks
LZM,Lifezone Metals Limited Ordinary Shares,Basic Materials,Metal Mining
GEVO,Gevo Inc. Common Stock,Industrials,Major Chemicals
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,Consumer Discretionary,Marine Transportation
NWFL,Norwood Financial Corp. Common Stock,Finance,Major Banks
MASS,908 Devices Inc. Common Stock,Industrials,Industrial Machinery/Components
PRE,Prenetics Global Limited Class A Ordinary Share,Finance,Blank Checks
STRT,STRATTEC SECURITY CORPORATION Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
SEG,Seaport Entertainment Group Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
QUIK,QuickLogic Corporation Common Stock,Technology,Semiconductors
CIX,CompX International Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
TWIN,Twin Disc Incorporated Common Stock,Industrials,Industrial Machinery/Components
PINE,Alpine Income Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),Industrials,Auto Manufacturing
PTLO,Portillo's Inc. Class A Common Stock,Consumer Discretionary,Restaurants
SUPX,SuperX AI Technology Limited Ordinary Shares,Others,Others
NCMI,National CineMedia Inc. Common Stock,Consumer Discretionary,Advertising
VRXA,Veraxa Biotech AG Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ELMD,Electromed Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DMAC,DiaMedica Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VOXR,Vox Royalty Corp. Common Stock,Basic Materials,Precious Metals
CMTG,Claros Mortgage Trust Inc. Common Stock,Finance,Real Estate
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,Savings Institutions
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
API,Agora Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,Industrials,Farming/Seeds/Milling
TSSI,TSS Inc. Common Stock,Consumer Discretionary,Professional Services
SBC,SBC Medical Group Holdings Incorporated Common Stock,Health Care,Medical/Nursing Services
PRLD,Prelude Therapeutics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SES,SES AI Corporation Class A Common Stock,Miscellaneous,Industrial Machinery/Components
BGS,B&G Foods Inc. Common Stock,Consumer Staples,Packaged Foods
LX,LexinFintech Holdings Ltd. American Depositary Shares,Finance,Finance: Consumer Services
NODK,NI Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
COSO,CoastalSouth Bancshares Inc. Common Stock,Finance,Major Banks
ZIP,ZipRecruiter Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
CURR,Currenc Group Inc. Ordinary Shares,Consumer Discretionary,Business Services
DUOT,Duos Technologies Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,Finance,Investment Managers
MSB,Mesabi Trust Common Stock,Industrials,Precious Metals
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAO,XOMA Royalty Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,Finance,Finance Companies
OFLX,Omega Flex Inc. Common Stock,Industrials,Industrial Specialties
ABEO,Abeona Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PAMT,PAMT CORP Common Stock,Industrials,Trucking Freight/Courier Services
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services
FNKO,Funko Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
TLS,Telos Corporation Common Stock,Technology,EDP Services
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Industrials,Farming/Seeds/Milling
BRCC,BRC Inc. Class A Common Stock,Consumer Staples,Beverages (Production/Distribution)
BRBS,Blue Ridge Bankshares Inc. Common Stock,Finance,Major Banks
LTBR,Lightbridge Corporation Common Stock,Consumer Discretionary,Professional Services
MBI,MBIA Inc. Common Stock,Finance,Property-Casualty Insurers
ORGO,Organogenesis Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PALI,Palisade Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AIRS,AirSculpt Technologies Inc. Common Stock,Health Care,Medical/Nursing Services
ONIT,Onity Group Inc. Common Stock,Finance,Finance: Consumer Services
FVCB,FVCBankcorp Inc. Common Stock,Finance,Major Banks
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,Finance,Finance Companies
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Industrials,Farming/Seeds/Milling
SHIP,Seanergy Maritime Holdings Corp. Common Stock,Consumer Discretionary,Marine Transportation
JMSB,John Marshall Bancorp Inc. Common Stock,Finance,Major Banks
PMM,Putnam Managed Municipal Income Trust Common Stock,Finance,Investment Managers
TROO,TROOPS Inc. Ordinary Shares,Finance,Diversified Financial Services
RZLVW,Rezolve AI PLC Warrants,Technology,Computer Software: Programming Data Processing
SSSS,SuRo Capital Corp. Common Stock,Finance,Finance: Consumer Services
IRD,Opus Genetics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ZUMZ,Zumiez Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CDZI,CADIZ Inc. Common Stock,Utilities,Water Supply
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,Others,Others
IONR,ioneer Ltd American Depositary Shares,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
BKTI,BK Technologies Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
SOHU,Sohu.com Limited American Depositary Shares,Technology,EDP Services
CARL,Carlsmed Inc. Common Stock,Health Care,Medical/Dental Instruments
MYFW,First Western Financial Inc. Common Stock,Finance,Major Banks
ASLE,AerSale Corporation Common Stock,Consumer Discretionary,Industrial Specialties
RCKY,Rocky Brands Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Industrials,Farming/Seeds/Milling
LCTX,Lineage Cell Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ISSC,Innovative Solutions and Support Inc. Common Stock,Technology,EDP Services
OSUR,OraSure Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
ALIT,Alight Inc. Class A Common Stock,Consumer Discretionary,Business Services
VSTM,Verastem Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FCCO,First Community Corporation Common Stock,Finance,Major Banks
JLHL,Julong Holding Limited Class A Ordinary Shares,Consumer Discretionary,Military/Government/Technical
LODE,Comstock Inc. Common Stock,Industrials,Major Chemicals
HELP,Cybin Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
GASS,StealthGas Inc. Common Stock,Consumer Discretionary,Marine Transportation
HRZN,Horizon Technology Finance Corporation Common Stock,Finance,Finance: Consumer Services
ASYS,Amtech Systems Inc. Common Stock,Technology,Industrial Machinery/Components
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),Finance,Life Insurance
LEGO,Legato Merger Corp. IV Ordinary Shares,Industrials,Steel/Iron Ore
ALCO,Alico Inc. Common Stock,Others,Others
CION,CION Investment Corporation Common Stock,Finance,Finance/Investors Services
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Industrials,Farming/Seeds/Milling
DBI,Designer Brands Inc. Class A Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
AIFU,AIFU Inc. Class A Ordinary Share,Finance,Specialty Insurers
CNCK,Coincheck Group N.V. Ordinary Shares,Finance,Finance: Consumer Services
SGHT,Sight Sciences Inc. Common Stock,Health Care,Medical/Dental Instruments
MGNX,MacroGenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NUCL,Eagle Nuclear Energy Corp. Common stock,Basic Materials,Other Metals and Minerals
SABS,SAB Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FNRN,First Northern Community Bancorp Common stock,Finance,Savings Institutions
FDBC,Fidelity D & D Bancorp Inc. Common Stock,Finance,Major Banks
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,Finance,Investment Managers
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,Consumer Discretionary,Durable Goods
OIA,Invesco Municipal Income Opportunities Trust Common Stock,Finance,Finance Companies
IMRX,Immuneering Corporation Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
YSG,Yatsen Holding Limited American Depositary Shares each representing twenty (20) Class A Ordinary Shares,Consumer Discretionary,Package Goods/Cosmetics
TKNO,Alpha Teknova Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ISBA,Isabella Bank Corporation Common stock,Finance,Major Banks
LYEL,Lyell Immunopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ORBS,Eightco Holdings Inc. Common Stock,Others,Others
NNDM,Nano Dimension Ltd. American Depositary Shares,Technology,Electrical Products
FCNCN,First Citizens BancShares Inc. Depositary Shares each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock Series E,Finance,Major Banks
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
LAB,Standard BioTools Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
KWY,Kingsway Corporation Common Stock,Finance,Property-Casualty Insurers
TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Medical/Dental Instruments
NAUT,Nautilus Biotechnology Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
DVLT,Datavault AI Inc. Common Stock,Technology,Semiconductors
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,Investment Managers
HLLY,Holley Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
OCCIN,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,Finance,Trusts Except Educational Religious and Charitable
NREF,NexPoint Real Estate Finance Inc. Common Stock,Real Estate,Real Estate Investment Trusts
RC,Ready Capital Corporation Common Stock,Real Estate,Real Estate Investment Trusts
RILY,BRC Group Holdings Inc. Common Stock,Finance,Investment Managers
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
RPAY,Repay Holdings Corporation Class A Common Stock,Consumer Discretionary,Business Services
SRZN,Surrozen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SIGA,SIGA Technologies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ATOM,Atomera Incorporated Common Stock,Technology,Semiconductors
WNEB,Western New England Bancorp Inc. Common Stock,Finance,Savings Institutions
TG,Tredegar Corporation Common Stock,Industrials,Metal Fabrications
MPAA,Motorcar Parts  of America Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
FUND,Sprott Focus Trust Inc. Common Stock,Finance,Investment Managers
ELDN,Eledon Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NL,NLI Holdings Inc. Common Stock,Basic Materials,Major Chemicals
FRAF,Franklin Financial Services Corporation Common Stock,Finance,Major Banks
BCYC,Bicycle Therapeutics plc American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
OVLY,Oak Valley Bancorp (CA) Common Stock,Finance,Major Banks
NMRA,Neumora Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REA,Rare Earths Americas Inc. Common Stock,Basic Materials,Metal Mining
MIN,MFS Intermediate Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
FUNC,First United Corporation Common Stock,Finance,Major Banks
AKBA,Akebia Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TOYO,TOYO Co. Ltd Ordinary Shares,Consumer Discretionary,Miscellaneous manufacturing industries
GALT,Galectin Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
BRT,BRT Apartments Corp. (MD) Common Stock,Real Estate,Real Estate Investment Trusts
OSG,Octave Specialty Group Inc. Common Stock,Finance,Property-Casualty Insurers
FBYDW,Falcon's Beyond Global Inc. Warrants,Consumer Discretionary,Services-Misc. Amusement & Recreation
PNRG,PrimeEnergy Resources Corporation Common Stock,Energy,Oil & Gas Production
PDYN,Palladyne AI Corp. Common Stock,Technology,Computer Software: Prepackaged Software
NUAIW,New Era Energy & Digital Inc. Warrants,Energy,Oil & Gas Production
VGZ,Vista Gold Corp Common Stock,Basic Materials,Precious Metals
OTLY,Oatly Group AB American Depositary Shares,Consumer Staples,Packaged Foods
CNXU,Conexeu Sciences Inc. Common Stock,Health Care,Industrial Specialties
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Finance,Investment Bankers/Brokers/Service
ADAG,Adagene Inc. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
AFRI,Forafric Global PLC Ordinary Shares,Consumer Staples,Packaged Foods
HWBK,Hawthorn Bancshares Inc. Common Stock,Finance,Major Banks
FXNC,First National Corporation Common Stock,Finance,Major Banks
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
GLSI,Greenwich LifeSciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLW,Clearwater Paper Corporation Common Stock,Basic Materials,Paper
SPCE,Virgin Galactic Holdings Inc. Common Stock,Consumer Discretionary,Transportation Services
HBB,Hamilton Beach Brands Holding Company Class A Common Stock,Consumer Discretionary,Home Furnishings
TLSI,TriSalus Life Sciences Inc. Common Stock,Health Care,Medical Specialities
EDIT,Editas Medicine Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATLO,Ames National Corporation Common Stock,Finance,Major Banks
TRX,TRX Gold Corporation Common Stock,Basic Materials,Precious Metals
FC,Franklin Covey Company Common Stock,Consumer Discretionary,Other Consumer Services
MKTW,MarketWise Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
TTGT,TechTarget Inc. Common Stock,Telecommunications,Telecommunications Equipment
JAKK,JAKKS Pacific Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
PCYO,Pure Cycle Corporation Common Stock,Utilities,Water Supply
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Utilities,Electric Utilities: Central
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
FWDI,Forward Industries Inc. Common Stock,Industrials,Plastic Products
HCKT,Hackett Group Inc (The). Common Stock,Consumer Discretionary,Professional Services
NAGE,Niagen Bioscience Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
AVNW,Aviat Networks Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
GSIT,GSI Technology Common Stock,Technology,Semiconductors
TCPC,BlackRock TCP Capital Corp. Common Stock,Finance,Finance/Investors Services
MMT,Aberdeen Multi-Market Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
RELL,Richardson Electronics Ltd. Common Stock,Technology,Electronic Components
RDNW,RideNow Group Inc. Class B Common Stock,Technology,EDP Services
RNAC,Cartesian Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
OPRT,Oportun Financial Corporation Common Stock,Finance,Finance: Consumer Services
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,Finance,Finance: Consumer Services
ZH,Zhihu Inc. American Depositary Shares each representing three (3) Class A Ordinary Shares,Consumer Discretionary,Business Services
MTC,MMTec Inc. Common Shares,Technology,Computer Software: Prepackaged Software
PESI,Perma-Fix Environmental Services Inc. Common Stock,Industrials,Environmental Services
CFFI,C&F Financial Corporation Common Stock,Finance,Major Banks
ARL,American Realty Investors Inc. Common Stock,Real Estate,Other Consumer Services
IVVD,Invivyd Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EU,enCore Energy Corp. Common Shares,Basic Materials,Other Metals and Minerals
UP,Wheels Up Experience Inc. Class A Common Stock,Consumer Discretionary,Transportation Services
MITT,TPG Mortgage Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
RGCO,RGC Resources Inc. Common Stock,Utilities,Oil & Gas Production
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
POWW,Outdoor Holding Company Common Stock,Industrials,Ordnance And Accessories
UIS,Unisys Corporation New Common Stock,Technology,EDP Services
BPRN,Princeton Bancorp Inc. Common Stock (PA),Finance,Major Banks
ESCA,Escalade Incorporated Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
VATE,INNOVATE Corp. Common Stock,Industrials,Metal Fabrications
DSX,Diana Shipping inc. common stock,Consumer Discretionary,Marine Transportation
LCNB,LCNB Corporation Common Stock,Finance,Major Banks
SNFCA,Security National Financial Corporation Class A Common Stock,Finance,Finance: Consumer Services
CBNA,Chain Bridge Bancorp Inc. Class A Common Stock,Finance,Major Banks
ACIU,AC Immune SA Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
KINS,Kingstone Companies Inc. Common Stock,Finance,Property-Casualty Insurers
IKT,Inhibikase Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VABK,Virginia National Bankshares Corporation Common Stock,Finance,Major Banks
FOSL,Fossil Group Inc. Common Stock,Consumer Discretionary,Consumer Specialties
ACRE,Ares Commercial Real Estate Corporation Common Stock,Real Estate,Real Estate Investment Trusts
OCSAW,Oculis Holding AG Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
JACK,Jack In The Box Inc. Common Stock,Consumer Discretionary,Restaurants
FUFU,BitFuFu Inc. Class A Ordinary Shares,Finance,Finance: Consumer Services
TBCH,Turtle Beach Corporation Common Stock,Telecommunications,Telecommunications Equipment
ACH,Accendra Health Inc. Common Stock,Health Care,Medical Specialities
SSP,E.W. Scripps Company (The) Class A Common Stock,Industrials,Broadcasting
NXDT,NexPoint Diversified Real Estate Trust Common Stock,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SITC,SITE Centers Corp. Common Stock,Real Estate,Real Estate Investment Trusts
FBLA,FB Bancorp Inc. Common Stock,Finance,Banks
FULC,Fulcrum Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EVO,Evotec SE American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NUS,Nu Skin Enterprises Inc. Common Stock,Health Care,Other Pharmaceuticals
FRD,Friedman Industries Inc. Common Stock,Industrials,Steel/Iron Ore
INBK,First Internet Bancorp Common Stock,Finance,Major Banks
ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AZ,A2Z Cust2Mate Solutions Corp. Common Shares,Industrials,Industrial Machinery/Components
USAU,U.S. Gold Corp. Common Stock,Basic Materials,Metal Mining
MRBK,Meridian Corporation Common Stock,Finance,Major Banks
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock,Finance,Major Banks
LIEN,Chicago Atlantic BDC Inc. Common Stock,Finance,Finance: Consumer Services
FHTX,Foghorn Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,Finance,Major Banks
